deck_id,annotator,slide,claim_index,claim_text,claim_key,slide_title,label,evidence_text,ambiguity_note,context,flag
arts_01__claudecode,시나,2,11,균열과 종언,균열과 종언,발표 구성,Benign,,,"[제목] 발표 구성
[목차항목] 공유된 전통
[목차항목] 01
[목차항목] 안달루시아 음악 속 유대-무슬림 공생
[목차항목] 에드몽 야필
[목차항목] 02
[목차항목] 전략적 중재자의 두 얼굴
[목차항목] 식민주의와 음반 산업
[목차항목] 03
[목차항목] 크레미외 법령과 위계의 전도
[목차항목] 간전기의 역설
[목차항목] 04
[목차항목] 산업적 주도권 vs 민족주의 부메랑
[목차항목] 균열과 종언
[목차항목] 05
[목차항목] 청각적 게토화에서 셰이크 레이몽까지",
arts_01__claudecode,시나,2,12,청각적 게토화에서 셰이크 레이몽까지,청각적 게토화에서 셰이크 레이몽까지,발표 구성,Benign,,,"[제목] 발표 구성
[목차항목] 공유된 전통
[목차항목] 01
[목차항목] 안달루시아 음악 속 유대-무슬림 공생
[목차항목] 에드몽 야필
[목차항목] 02
[목차항목] 전략적 중재자의 두 얼굴
[목차항목] 식민주의와 음반 산업
[목차항목] 03
[목차항목] 크레미외 법령과 위계의 전도
[목차항목] 간전기의 역설
[목차항목] 04
[목차항목] 산업적 주도권 vs 민족주의 부메랑
[목차항목] 균열과 종언
[목차항목] 05
[목차항목] 청각적 게토화에서 셰이크 레이몽까지",
arts_01__claudecode,시나,3,13,공유된 전통,공유된 전통,공유된 전통,근거 있음,마그레브의 고전 예술인 안달루시아 음악은 무슬림과 유대인이 공통의 문법을 통해 수천 년간 공생해 온 거대한 저수지였다.,,"[""[제목] 공유된 전통"", ""[카드헤더] 핵심 메커니즘"", ""[부제] 안달루시아 음악 속
수천 년의 공생"", ""[카드본문] 유대인 음악가들은 아랍어와 프랑스어를 자유로이 혼용하며, 지배와 피지배라는 이분법적 위계가 무력화되는 일상적 대면의 세계를 구축했다."", ""[불릿] 무슬림 + 유대인이 공통 문법으로
수천 년간 공생한 예술 전통"", ""[불릿] 유대인은 피지배층이면서도
문화적 자산의 대체 불가능한 수호자"", ""[카드헤더] 이중적 지위의 전략"", ""[카드본문] 무슬림 귀족이 종교적 가치관으로 꺼렸던 상업적 유흥과 근대적 산업 영역을 선점하여, 음악을 통해 정치적 소외를 상쇄하는 실질적 권력을 획득했다."", ""[불릿] 라마단 금기 시간대의 음악적 공백을
전문 직업 영역으로 구축""]",
arts_01__claudecode,시나,3,14,안달루시아 음악 속 수천 년의 공생,안달루시아 음악 속 수천 년의 공생,공유된 전통,근거 있음,마그레브의 고전 예술인 안달루시아 음악은 무슬림과 유대인이 공통의 문법을 통해 수천 년간 공생해 온 거대한 저수지였다.,,"[""[제목] 공유된 전통"", ""[카드헤더] 핵심 메커니즘"", ""[부제] 안달루시아 음악 속
수천 년의 공생"", ""[카드본문] 유대인 음악가들은 아랍어와 프랑스어를 자유로이 혼용하며, 지배와 피지배라는 이분법적 위계가 무력화되는 일상적 대면의 세계를 구축했다."", ""[불릿] 무슬림 + 유대인이 공통 문법으로
수천 년간 공생한 예술 전통"", ""[불릿] 유대인은 피지배층이면서도
문화적 자산의 대체 불가능한 수호자"", ""[카드헤더] 이중적 지위의 전략"", ""[카드본문] 무슬림 귀족이 종교적 가치관으로 꺼렸던 상업적 유흥과 근대적 산업 영역을 선점하여, 음악을 통해 정치적 소외를 상쇄하는 실질적 권력을 획득했다."", ""[불릿] 라마단 금기 시간대의 음악적 공백을
전문 직업 영역으로 구축""]",
arts_01__claudecode,시나,3,15,무슬림 + 유대인이 공통 문법으로 수천 년간 공생한 예술 전통,무슬림 + 유대인이 공통 문법으로 수천 년간 공생한 예술 전통,공유된 전통,근거 있음,마그레브의 고전 예술인 안달루시아 음악은 무슬림과 유대인이 공통의 문법을 통해 수천 년간 공생해 온 거대한 저수지였다.,,"[""[제목] 공유된 전통"", ""[카드헤더] 핵심 메커니즘"", ""[부제] 안달루시아 음악 속
수천 년의 공생"", ""[카드본문] 유대인 음악가들은 아랍어와 프랑스어를 자유로이 혼용하며, 지배와 피지배라는 이분법적 위계가 무력화되는 일상적 대면의 세계를 구축했다."", ""[불릿] 무슬림 + 유대인이 공통 문법으로
수천 년간 공생한 예술 전통"", ""[불릿] 유대인은 피지배층이면서도
문화적 자산의 대체 불가능한 수호자"", ""[카드헤더] 이중적 지위의 전략"", ""[카드본문] 무슬림 귀족이 종교적 가치관으로 꺼렸던 상업적 유흥과 근대적 산업 영역을 선점하여, 음악을 통해 정치적 소외를 상쇄하는 실질적 권력을 획득했다."", ""[불릿] 라마단 금기 시간대의 음악적 공백을
전문 직업 영역으로 구축""]",
arts_01__claudecode,시나,3,16,유대인은 피지배층이면서도 문화적 자산의 대체 불가능한 수호자,유대인은 피지배층이면서도 문화적 자산의 대체 불가능한 수호자,공유된 전통,근거 있음,"유대인들은 사회적 위계상으로는 피지배층이었으나, 음악의 전수 체계 안에서는 무슬림 엘리트 공동체가 가장 소중히 여기는 문화적 자산을 수호하고 승인하는 대체 불가능한 역할을 수행했다.",,"[""[제목] 공유된 전통"", ""[카드헤더] 핵심 메커니즘"", ""[부제] 안달루시아 음악 속
수천 년의 공생"", ""[카드본문] 유대인 음악가들은 아랍어와 프랑스어를 자유로이 혼용하며, 지배와 피지배라는 이분법적 위계가 무력화되는 일상적 대면의 세계를 구축했다."", ""[불릿] 무슬림 + 유대인이 공통 문법으로
수천 년간 공생한 예술 전통"", ""[불릿] 유대인은 피지배층이면서도
문화적 자산의 대체 불가능한 수호자"", ""[카드헤더] 이중적 지위의 전략"", ""[카드본문] 무슬림 귀족이 종교적 가치관으로 꺼렸던 상업적 유흥과 근대적 산업 영역을 선점하여, 음악을 통해 정치적 소외를 상쇄하는 실질적 권력을 획득했다."", ""[불릿] 라마단 금기 시간대의 음악적 공백을
전문 직업 영역으로 구축""]",
arts_01__claudecode,시나,3,17,라마단 금기 시간대의 음악적 공백을 전문 직업 영역으로 구축,라마단 금기 시간대의 음악적 공백을 전문 직업 영역으로 구축,공유된 전통,근거 있음,"유대인 음악가들은 무슬림의 라마단 금기 시간대를 공략해 음악적 공백을 메웠으며, 종교적 자율성이 교차하는 이 지점을 전문적인 직업 영역으로 구축했다.",,"[""[제목] 공유된 전통"", ""[카드헤더] 핵심 메커니즘"", ""[부제] 안달루시아 음악 속
수천 년의 공생"", ""[카드본문] 유대인 음악가들은 아랍어와 프랑스어를 자유로이 혼용하며, 지배와 피지배라는 이분법적 위계가 무력화되는 일상적 대면의 세계를 구축했다."", ""[불릿] 무슬림 + 유대인이 공통 문법으로
수천 년간 공생한 예술 전통"", ""[불릿] 유대인은 피지배층이면서도
문화적 자산의 대체 불가능한 수호자"", ""[카드헤더] 이중적 지위의 전략"", ""[카드본문] 무슬림 귀족이 종교적 가치관으로 꺼렸던 상업적 유흥과 근대적 산업 영역을 선점하여, 음악을 통해 정치적 소외를 상쇄하는 실질적 권력을 획득했다."", ""[불릿] 라마단 금기 시간대의 음악적 공백을
전문 직업 영역으로 구축""]",
arts_01__claudecode,시나,3,18,"유대인 음악가들은 아랍어와 프랑스어를 자유로이 혼용하며, 지배와 피지배라는 이분법적 위계가 무력화되는 일상적 대면의 세계를 구축했다.","유대인 음악가들은 아랍어와 프랑스어를 자유로이 혼용하며, 지배와 피지배라는 이분법적 위계가 무력화되는 일상적 대면의 세계를 구축했다.",공유된 전통,근거 있음,"유대인 음악가들은 아랍어와 프랑스어를 자유로이 혼용하며, 지배와 피지배라는 이분법적 위계가 무력화되는 일상적 대면의 세계를 구축했으며",,"[""[제목] 공유된 전통"", ""[카드헤더] 핵심 메커니즘"", ""[부제] 안달루시아 음악 속
수천 년의 공생"", ""[카드본문] 유대인 음악가들은 아랍어와 프랑스어를 자유로이 혼용하며, 지배와 피지배라는 이분법적 위계가 무력화되는 일상적 대면의 세계를 구축했다."", ""[불릿] 무슬림 + 유대인이 공통 문법으로
수천 년간 공생한 예술 전통"", ""[불릿] 유대인은 피지배층이면서도
문화적 자산의 대체 불가능한 수호자"", ""[카드헤더] 이중적 지위의 전략"", ""[카드본문] 무슬림 귀족이 종교적 가치관으로 꺼렸던 상업적 유흥과 근대적 산업 영역을 선점하여, 음악을 통해 정치적 소외를 상쇄하는 실질적 권력을 획득했다."", ""[불릿] 라마단 금기 시간대의 음악적 공백을
전문 직업 영역으로 구축""]",
arts_01__claudecode,시나,3,19,이중적 지위의 전략,이중적 지위의 전략,공유된 전통,근거 있음,특히 이들은 무슬림 귀족들이 종교적 전통적 가치관으로 인해 직접 개입하기 꺼렸던 상업적 유흥과 근대적 산업의 영역을 선점하였다.,,"[""[제목] 공유된 전통"", ""[카드헤더] 핵심 메커니즘"", ""[부제] 안달루시아 음악 속
수천 년의 공생"", ""[카드본문] 유대인 음악가들은 아랍어와 프랑스어를 자유로이 혼용하며, 지배와 피지배라는 이분법적 위계가 무력화되는 일상적 대면의 세계를 구축했다."", ""[불릿] 무슬림 + 유대인이 공통 문법으로
수천 년간 공생한 예술 전통"", ""[불릿] 유대인은 피지배층이면서도
문화적 자산의 대체 불가능한 수호자"", ""[카드헤더] 이중적 지위의 전략"", ""[카드본문] 무슬림 귀족이 종교적 가치관으로 꺼렸던 상업적 유흥과 근대적 산업 영역을 선점하여, 음악을 통해 정치적 소외를 상쇄하는 실질적 권력을 획득했다."", ""[불릿] 라마단 금기 시간대의 음악적 공백을
전문 직업 영역으로 구축""]",
arts_01__claudecode,시나,3,20,"무슬림 귀족이 종교적 가치관으로 꺼렸던 상업적 유흥과 근대적 산업 영역을 선점하여, 음악을 통해 정치적 소외를 상쇄하는 실질적 권력을 획득했다.","무슬림 귀족이 종교적 가치관으로 꺼렸던 상업적 유흥과 근대적 산업 영역을 선점하여, 음악을 통해 정치적 소외를 상쇄하는 실질적 권력을 획득했다.",공유된 전통,근거 있음,특히 이들은 무슬림 귀족들이 종교적 전통적 가치관으로 인해 직접 개입하기 꺼렸던 상업적 유흥과 근대적 산업의 영역을 선점하였다.,,"[""[제목] 공유된 전통"", ""[카드헤더] 핵심 메커니즘"", ""[부제] 안달루시아 음악 속
수천 년의 공생"", ""[카드본문] 유대인 음악가들은 아랍어와 프랑스어를 자유로이 혼용하며, 지배와 피지배라는 이분법적 위계가 무력화되는 일상적 대면의 세계를 구축했다."", ""[불릿] 무슬림 + 유대인이 공통 문법으로
수천 년간 공생한 예술 전통"", ""[불릿] 유대인은 피지배층이면서도
문화적 자산의 대체 불가능한 수호자"", ""[카드헤더] 이중적 지위의 전략"", ""[카드본문] 무슬림 귀족이 종교적 가치관으로 꺼렸던 상업적 유흥과 근대적 산업 영역을 선점하여, 음악을 통해 정치적 소외를 상쇄하는 실질적 권력을 획득했다."", ""[불릿] 라마단 금기 시간대의 음악적 공백을
전문 직업 영역으로 구축""]",
arts_01__claudecode,시나,4,21,에드몽 야필,에드몽 야필,에드몽 야필,근거 있음,"에드몽 야필(Edmond Yafil, 1874-1928)이다.",,"[""[제목] 에드몽 야필"", ""[본문] Edmond Yafil, 1874–1928"", ""[스탯] 1904"", ""[불릿] 노래선집 출판"", ""[카드헤더] 전략적 중재자"", ""[불릿] 구전 안달루시아 레퍼토리를 악보화하여 집대성. 아랍어판 + 히브리 문자 유대-아랍어판 동시 출판"", ""[카드본문] 야필은 전통의 주류와 소수자 공동체 양측 모두를 타깃으로 삼은 전략적 중재자였다."", ""[스탯] 1912"", ""[불릿] 엘-무트리비아 설립"", ""[불릿] 알제리 최초 안달루시아 음악 협회. 폐쇄적 사제 전수를 근대적 페다고지로 전환"", ""[카드본문] 쥘 루아네와 협력하여 누바(nuba)를 서구식 오선보로 채록 → 학술적 자산으로 격상
파테, 그라모폰, 오데옹 등 글로벌 음반사의 예술 감독
‘디스크 야필’ 브랜드로 시장 장악"", ""[스탯] 1922"", ""[불릿] 음악원 과장 취임"", ""[불릿] 알제 시립 음악원 초대 아랍 음악과 과장. 전통 음악 위상을 서구 고전 수준으로 격상""]",
arts_01__claudecode,시나,4,22,"Edmond Yafil, 1874–1928","Edmond Yafil, 1874–1928",에드몽 야필,근거 있음,"에드몽 야필(Edmond Yafil, 1874-1928)이다.",,"[""[제목] 에드몽 야필"", ""[본문] Edmond Yafil, 1874–1928"", ""[스탯] 1904"", ""[불릿] 노래선집 출판"", ""[카드헤더] 전략적 중재자"", ""[불릿] 구전 안달루시아 레퍼토리를 악보화하여 집대성. 아랍어판 + 히브리 문자 유대-아랍어판 동시 출판"", ""[카드본문] 야필은 전통의 주류와 소수자 공동체 양측 모두를 타깃으로 삼은 전략적 중재자였다."", ""[스탯] 1912"", ""[불릿] 엘-무트리비아 설립"", ""[불릿] 알제리 최초 안달루시아 음악 협회. 폐쇄적 사제 전수를 근대적 페다고지로 전환"", ""[카드본문] 쥘 루아네와 협력하여 누바(nuba)를 서구식 오선보로 채록 → 학술적 자산으로 격상
파테, 그라모폰, 오데옹 등 글로벌 음반사의 예술 감독
‘디스크 야필’ 브랜드로 시장 장악"", ""[스탯] 1922"", ""[불릿] 음악원 과장 취임"", ""[불릿] 알제 시립 음악원 초대 아랍 음악과 과장. 전통 음악 위상을 서구 고전 수준으로 격상""]",
arts_01__claudecode,시나,4,23,1904.0,1904.0,에드몽 야필,근거 있음,,,"[""[제목] 에드몽 야필"", ""[본문] Edmond Yafil, 1874–1928"", ""[스탯] 1904"", ""[불릿] 노래선집 출판"", ""[카드헤더] 전략적 중재자"", ""[불릿] 구전 안달루시아 레퍼토리를 악보화하여 집대성. 아랍어판 + 히브리 문자 유대-아랍어판 동시 출판"", ""[카드본문] 야필은 전통의 주류와 소수자 공동체 양측 모두를 타깃으로 삼은 전략적 중재자였다."", ""[스탯] 1912"", ""[불릿] 엘-무트리비아 설립"", ""[불릿] 알제리 최초 안달루시아 음악 협회. 폐쇄적 사제 전수를 근대적 페다고지로 전환"", ""[카드본문] 쥘 루아네와 협력하여 누바(nuba)를 서구식 오선보로 채록 → 학술적 자산으로 격상
파테, 그라모폰, 오데옹 등 글로벌 음반사의 예술 감독
‘디스크 야필’ 브랜드로 시장 장악"", ""[스탯] 1922"", ""[불릿] 음악원 과장 취임"", ""[불릿] 알제 시립 음악원 초대 아랍 음악과 과장. 전통 음악 위상을 서구 고전 수준으로 격상""]",근거 있음 인데 근거 문장 없음 / 현재 claim 분할기 출력에 없는 claim
arts_01__claudecode,시나,4,24,노래 선집 출판,노래 선집 출판,에드몽 야필,근거 있음,,,"[""[제목] 에드몽 야필"", ""[본문] Edmond Yafil, 1874–1928"", ""[스탯] 1904"", ""[불릿] 노래선집 출판"", ""[카드헤더] 전략적 중재자"", ""[불릿] 구전 안달루시아 레퍼토리를 악보화하여 집대성. 아랍어판 + 히브리 문자 유대-아랍어판 동시 출판"", ""[카드본문] 야필은 전통의 주류와 소수자 공동체 양측 모두를 타깃으로 삼은 전략적 중재자였다."", ""[스탯] 1912"", ""[불릿] 엘-무트리비아 설립"", ""[불릿] 알제리 최초 안달루시아 음악 협회. 폐쇄적 사제 전수를 근대적 페다고지로 전환"", ""[카드본문] 쥘 루아네와 협력하여 누바(nuba)를 서구식 오선보로 채록 → 학술적 자산으로 격상
파테, 그라모폰, 오데옹 등 글로벌 음반사의 예술 감독
‘디스크 야필’ 브랜드로 시장 장악"", ""[스탯] 1922"", ""[불릿] 음악원 과장 취임"", ""[불릿] 알제 시립 음악원 초대 아랍 음악과 과장. 전통 음악 위상을 서구 고전 수준으로 격상""]",근거 있음 인데 근거 문장 없음 / 현재 claim 분할기 출력에 없는 claim
arts_01__claudecode,시나,4,25,구전 안달루시아 레퍼토리를 악보화하여 집대성.,구전 안달루시아 레퍼토리를 악보화하여 집대성.,에드몽 야필,근거 있음,,,"[""[제목] 에드몽 야필"", ""[본문] Edmond Yafil, 1874–1928"", ""[스탯] 1904"", ""[불릿] 노래선집 출판"", ""[카드헤더] 전략적 중재자"", ""[불릿] 구전 안달루시아 레퍼토리를 악보화하여 집대성. 아랍어판 + 히브리 문자 유대-아랍어판 동시 출판"", ""[카드본문] 야필은 전통의 주류와 소수자 공동체 양측 모두를 타깃으로 삼은 전략적 중재자였다."", ""[스탯] 1912"", ""[불릿] 엘-무트리비아 설립"", ""[불릿] 알제리 최초 안달루시아 음악 협회. 폐쇄적 사제 전수를 근대적 페다고지로 전환"", ""[카드본문] 쥘 루아네와 협력하여 누바(nuba)를 서구식 오선보로 채록 → 학술적 자산으로 격상
파테, 그라모폰, 오데옹 등 글로벌 음반사의 예술 감독
‘디스크 야필’ 브랜드로 시장 장악"", ""[스탯] 1922"", ""[불릿] 음악원 과장 취임"", ""[불릿] 알제 시립 음악원 초대 아랍 음악과 과장. 전통 음악 위상을 서구 고전 수준으로 격상""]",근거 있음 인데 근거 문장 없음 / 현재 claim 분할기 출력에 없는 claim
arts_01__claudecode,시나,4,26,"아랍어판 + 히브리 문자 유대-아랍어판 동시 출판"",","아랍어판 + 히브리 문자 유대-아랍어판 동시 출판"",",에드몽 야필,근거 있음,,,"[""[제목] 에드몽 야필"", ""[본문] Edmond Yafil, 1874–1928"", ""[스탯] 1904"", ""[불릿] 노래선집 출판"", ""[카드헤더] 전략적 중재자"", ""[불릿] 구전 안달루시아 레퍼토리를 악보화하여 집대성. 아랍어판 + 히브리 문자 유대-아랍어판 동시 출판"", ""[카드본문] 야필은 전통의 주류와 소수자 공동체 양측 모두를 타깃으로 삼은 전략적 중재자였다."", ""[스탯] 1912"", ""[불릿] 엘-무트리비아 설립"", ""[불릿] 알제리 최초 안달루시아 음악 협회. 폐쇄적 사제 전수를 근대적 페다고지로 전환"", ""[카드본문] 쥘 루아네와 협력하여 누바(nuba)를 서구식 오선보로 채록 → 학술적 자산으로 격상
파테, 그라모폰, 오데옹 등 글로벌 음반사의 예술 감독
‘디스크 야필’ 브랜드로 시장 장악"", ""[스탯] 1922"", ""[불릿] 음악원 과장 취임"", ""[불릿] 알제 시립 음악원 초대 아랍 음악과 과장. 전통 음악 위상을 서구 고전 수준으로 격상""]",근거 있음 인데 근거 문장 없음 / 현재 claim 분할기 출력에 없는 claim
arts_01__claudecode,시나,4,27,1912.0,1912.0,에드몽 야필,근거 있음,1912년 설립한 알제리 최초의 안달루시아 음악 협회 '엘-무트리비아(El Moutribia)'는,,"[""[제목] 에드몽 야필"", ""[본문] Edmond Yafil, 1874–1928"", ""[스탯] 1904"", ""[불릿] 노래선집 출판"", ""[카드헤더] 전략적 중재자"", ""[불릿] 구전 안달루시아 레퍼토리를 악보화하여 집대성. 아랍어판 + 히브리 문자 유대-아랍어판 동시 출판"", ""[카드본문] 야필은 전통의 주류와 소수자 공동체 양측 모두를 타깃으로 삼은 전략적 중재자였다."", ""[스탯] 1912"", ""[불릿] 엘-무트리비아 설립"", ""[불릿] 알제리 최초 안달루시아 음악 협회. 폐쇄적 사제 전수를 근대적 페다고지로 전환"", ""[카드본문] 쥘 루아네와 협력하여 누바(nuba)를 서구식 오선보로 채록 → 학술적 자산으로 격상
파테, 그라모폰, 오데옹 등 글로벌 음반사의 예술 감독
‘디스크 야필’ 브랜드로 시장 장악"", ""[스탯] 1922"", ""[불릿] 음악원 과장 취임"", ""[불릿] 알제 시립 음악원 초대 아랍 음악과 과장. 전통 음악 위상을 서구 고전 수준으로 격상""]",현재 claim 분할기 출력에 없는 claim
arts_01__claudecode,시나,4,28,엘-무트리비아 설립,엘-무트리비아 설립,에드몽 야필,근거 있음,1912년 설립한 알제리 최초의 안달루시아 음악 협회 '엘-무트리비아(El Moutribia)'는,,"[""[제목] 에드몽 야필"", ""[본문] Edmond Yafil, 1874–1928"", ""[스탯] 1904"", ""[불릿] 노래선집 출판"", ""[카드헤더] 전략적 중재자"", ""[불릿] 구전 안달루시아 레퍼토리를 악보화하여 집대성. 아랍어판 + 히브리 문자 유대-아랍어판 동시 출판"", ""[카드본문] 야필은 전통의 주류와 소수자 공동체 양측 모두를 타깃으로 삼은 전략적 중재자였다."", ""[스탯] 1912"", ""[불릿] 엘-무트리비아 설립"", ""[불릿] 알제리 최초 안달루시아 음악 협회. 폐쇄적 사제 전수를 근대적 페다고지로 전환"", ""[카드본문] 쥘 루아네와 협력하여 누바(nuba)를 서구식 오선보로 채록 → 학술적 자산으로 격상
파테, 그라모폰, 오데옹 등 글로벌 음반사의 예술 감독
‘디스크 야필’ 브랜드로 시장 장악"", ""[스탯] 1922"", ""[불릿] 음악원 과장 취임"", ""[불릿] 알제 시립 음악원 초대 아랍 음악과 과장. 전통 음악 위상을 서구 고전 수준으로 격상""]",
